chinese_name,english_name,chinese_description,english_description,quality
辣子虾仁,stir-fry shrimp with spicy sauce,[],[],high
椒盐豆腐,salt and pepper tofu,[],['Fried tofu in spicy salt chilli garlic'],high
鲜虾大煮干丝,house special broth with pork king prawns and shredded tofu,[],[],high
豉汁炒大蚬,sauteed clam with black bean sauce,[],[],high
香煎韭菜饺,pan-fried jiaozi stuffed with chinese chives,[],[],high
双笋爆安格斯牛肉片,stir fried angus tenderloin beef with asparagus and bamboo shoot,[],[],high
南瓜香芋蒸排骨,steamed spare ribs with pumpkin and taro,[],[],high
豉椒鸡,chicken with green pepper and black bean sauce,[],[],medium
椒盐鸡,salt and pepper chicken,[],[],medium
流沙包,steamed duck yolk custard bun,[],[],high
葱花炸两肠粉,royal china club mixed seafood cheung fun,[],[],high
鸡球炒饭,sliced chicken fried rice,[],[],medium
姜葱肉片,pork with ginger and spring onion,[],[],high
星洲炒米粉,singapore vermicelli,[],[],medium
川式红烧鱼翅,"braised shark fin, sichuan style",[],[],high
泰国咖哩什菜,mixed vegetable green curry,[],[],high
姜葱带子拼辣汁大虾,king prawn with chilli sauce,[],[],medium
串烧中式汁牛柳,fillet steak on skewers in cantonese sauce,[],[],medium
马来牛腩饭,malaysian style braised beef brisket,[],[],medium
宫保腰果鸡丁,kung po chicken,[],[],high
椰香南瓜饼,pan fried pumpkin cake v,[],[],medium
古法香鸭,crispy aromatic duck,[],['Pancake spring onion cucumber and duck sauce'],high
素菜包,baozi stuffed with vegetables,[],[],high
酱海鲜炒乌冬,xo dry fried seafood udon,[],[],medium
四川牛肉,fried sliced beef in szechuan sauce,[],[],medium
小鱼苋菜,boiled amaranth with silver fish,[],[],high
油爆龙利球,sautéed fillets of dover sole,[],[],high
虫草鸭块汤,duck soup with aweto ,[],[],high
柠檬鸡,lemon chicken,[],[],medium
雀巢炒三鲜,fried mixed seafood in a birds nest,[],[],medium
葱花炸两肠粉,rice pasta roll with crispy dough stick v,[],['DS'],high
带子三鲜煲,seafood treasure with whole garlic in casserole,[],[],high
串烧沙爹皇鸡柳,sliced chicken on skewers in peanut satay sauce,[],[],medium
腰果鸡,chicken with cashewnuts n,[],[],medium
白灵菇扣裙边,braised mushrooms with turtle rim in bowl,[],[],high
瑶柱烩裙边,braised turtle rim with scallops,[],[],high
丝瓜云耳炒带子,stir fried scallops with luffa and black fungus,[],[],high
黑松露扬州炒饭,truffle yeung chow fried rice,[],[],medium
天妇罗酥炸茄子,aubergine tempura v vg,[],[],medium
串烧沙爹皇鸡柳,sliced chicken on skewers in peanut satay sauce,[],[],medium
雪梨官燕,stewed bird’s nest with snow pear,[],[],high
素丁荷叶饭,diced vegetable fried rice in lotus leaf,[],"['Discretionary Service Charge of will be added to', 'your']",high
巧克力豆沙小笼包,red bean xiao long bao,[],['with Chocolate Lava'],high
黑胡椒牛肉电,steak skewer in black pepper sauce grilled steak with black pepper sauce on skewers,[],[''],medium
自带酒水加收开瓶费,corkage charge applies if you bring your own wines,[],[],high
干煎明虾碌,king prawns in shell cantonese sauce,[],[],medium
黄金雪蛤酿蟹盖,baked crab shell stuffed with hasma and salted egg yolk,[],[],high
干豇豆炖猪蹄,braised pig feet with dried cowpeas,[],[],high
生煎大虾,stir fried king prawn in shell in sweet soy sauce,[],[],high
泰国咖哩招牌,cooked with coconut milk and fresh herbs,[],"['2S', 'Special Green Curry with Mixed Meat and Prawn']",high
脆皮烧肉,crispy pork belly,[],[],high
烩鸭四宝,braised four delicacies of duck,[],[],high
椒盐焗虾球,king prawn with salt and pepper,[],"['spicy dishes', 'nut dishes', 'ingredient', 'special dietary needs please notify the staff who will be happy to help', 'LYS textindd']",high
大妈茄子,braised aubergine in yellow bean sauce,[],[],medium
银芽豉油皇炒面,soft noodles with silver sprouts,[],[],medium
香辣龙虾夕辛味炒,barshu fragrant and hot lobster,[''],[],high
铁板豉椒茄子,sizzling aubergine with green & red pepper in black bean sauce,[],"['Aubergine, Green & Red Pepper']",high
芫爆肚丝,sauteed sliced pork tripe with coriander,[],[],high
咖喱大虾,king prawn curry,[],[],medium
八珍发菜扒鸭,braised duck with assorted meat and thread moss ,[],[],high
杂菜星米,singapore rice noodle with vegetables,[],['contains egg'],high
翅汤青瓜虾球,cucumber and prawn in shark fin soup,[],[],high
咸鱼鸡茄子豆腐煲,wild mushroom and mixed,[],['Vegetable Hot Pot'],high
蒜酱牛肉,beef with garlic and mild spicy sauce s,[],[],high
海鲜汤面,noodle soup with seafood,[],[],high
金瓜鲔鱼炒米粉,stir-fried rice noodles with fish and pumpkin,[],[],high
宫保鱿鱼,kung pao squid,[],[],high
糖醋排骨,sweet and sour spare ribs,[],[],high
浓汁鱼肚,braised fish maw soup,[],[],high
甜辣大虾,in garlic ginger spring onion sauce,[],['Quick Fried King Prawn in Sweet Chilli Sauce'],high
香煎京式菜肉饱,pan fried peking style pork buns,[],[],medium
豉油王蒸鲈鱼,steamed perch with black bean sauce,[],[],high
薯条,french fries,[],[],medium
罗汉鸭片,sliced duck with mixed vegetable,[],[],high
煎酿带子,pan fried scallop stuffed with mashed prawn,[],[],high
剁椒蒸带子春雨帆立唐辛子蒸,steamed scallop with chillies and,[],"['BEAN THREAD NOODLES EACH', 'L']",high
拌爽口海苔,seaweed in sauce,[],[],high
咖喱牛腩饭,beef brisket curry with rice,[],[],medium
酸菜豆腐汤,tofu soup with preserved greens,[],[],high
油辔虾球,crystal prawns,[],[],high
斋鸡椒姜葱噜咖喱,vegetarian chicken in black bean ginger and spring onions sweet and sour curry,[],[],medium
干炒牛河,stir-fried rice noodles with beef,[],"['Rice Noodles, Spring Onion, Beansprout, Beef']",high
添福招牌肠,orient beef roast pork and prawn,[],[],high
姜葱鸭片,sliced duck with ginger and spring onion,[],[],medium
毛头小丸子,little pork meatballs with,[],[],medium
茶香鸡,tea flavored chicken,[],[],high
米粉扣肉,steamed sliced pork belly coated with flour,[],[],high
三拼烧味饭,three signature meats with rice,[],[],high
云南肠粉,roasted cashew tamarind dried shrimp and coriander cheung fun,[],[],high
四川担担面,sichuan dandan noodles with minced pork & chilli sauce in soup,[],"['Noodles, Pork, Chilli, Spring Onion, Sesame Sauce']",high
素烧冬瓜煲,chinese melon with soy sauce in clay pot,[],[],high
花生皇沙爹鸡片,chicken in peanut satay sauce,[],[],medium
翠豆玉米粒,sauteed green peas and sweet corn,[],[],high
菜肉馄饨汤,pork and vegetable wontons,[],"['in Superior Broth', '218kcal']",high
白灼芥兰,sauteed chinese broccoli with cream sauce,[],[],high
什菜芙蓉,mixed vegetable egg foo yung,[],[],high
西京汤斋,hot and sour soup veg,[],[],medium
上汤水饺,steamed prawn dumpling with chinese chives,[],[],high
板栗烧鳝段,braised eel with chestnuts,[],[],high
煎蛋,omelet,[],[],high
芫爆散丹,stir-fry beef tripe with coriander,[],[],high
猪肉虾仁,pork and prawn p kcal,[],[],high
豉汁煎酿双宝百花豆腐茄子,yin yan pak far tofu and aubergine pieces,[],['Tofu and Aubergine Stuffed with Pak Far Prawn Meat in Garlic Black Bean Sauce'],medium
荷塘焖什菌,stewed assorted mushrooms with lotus root,[],[],high
魔芋烧鸭,roast duck with konjak,[],[],high
蒜蓉粉丝蒸龙虾,steamed lobster fillet with garlic and glass vermicelli,[],[],high
榨菜牛肉,sauteed beef with pickled vegetable,[],[],high
酥炸鱼丸,golden fried fish balls with sweet chilli dip,[],[],medium
卤味下锅,shredded pork with smoked,[],['Tofu and Celery'],high
糖醋鸡块,chicken braised in sweet and sour sauce,[],[],high
扣碗牛肉,steamed beef in casserole,[],[],high
蒜蓉炒芥兰,stir fried gai lan with garlic,[],[],medium
干锅带头虾,griddle cooked whole king prawns with shell,[],[],medium
木瓜海虎翅,supreme shark fin soup with papaya,[],[],high
云吞汤,won ton soup,[],[],medium
大千子鸡,painter daqian recipe chicken with dried chilli,[],"['Chicken, Dried Chilli, Green & Red Pepper']",high
牛肉炒面面脆面,beef chow mein soft crispy,[],[],high
豉汁芥兰豆腐纯素食,kai lan chinese broccoli and tofu kcal,[],['in black bean sauce VG'],high
官保鸡丁,gong bao chicken,[],['Stir fried chicken with cashew nuts Sichuan peppercorns and chilli'],medium
姜葱牛肉,sliced beef with ginger and spring onion,[],[],medium
主食甜点,main dish and dissert,[],['and'],high
宫保鸡片,chicken kung po style,[],[],medium
黑椒肉片,sliced pork in black pepper sauce,[],[],high
茄汁鸭块汤,duck soup with tomato sauce,[],[],high
鸭丝火腿汤面,noodle soup with shredded duck and ham,[],[],high
鱼香芥兰,yuxiang chinese broccoli sauteed with spicy garlic sauce,[],[],high
竹笋鲜虾饺,prawn and bamboo shoot dumplings har gau,[],[],high
避风塘焗鱼云,"braised fish head, fishermen’s style",[],[],high
冬菇炒鸡肉,chicken with chinese mushrooms,[],[],medium
上汤海皇饺,seafood dumpling in supreme stock,[],"['pork soup based', 'Suitable for vegetarian', 'Denotes option']",high
川椒酱爆和尚鱼,monk fish with chilli sichuan sauce,[],[],high
凤凰套餐,phoenix set menu a per person,[],[],high
酥炸凤尾虾件,deep fried crispy butterfly king prawns pcs,[],[],high
柠檬大虾,k lemon king prawn,[],[],high
干锅香辣排骨,chilli spare ribs in red il on pot s s,[],[],high
什锦辣火锅,assorted spicy hotpot,[],[],high
水果酥,fruit puff pastry,[],[],high
瑶柱鸡丝烩生翅,braised shark fin with shredded chicken and scallops,[],[],high
京都酸辣汤,peking hot and sour soup with pork and shrimps,[],[],high
什锦扒牛肉,grilled beef with assorted vegetables,[],[],high
笋尖虾饺皇,har kau prawn dumplings,[],[],medium
泰式去骨凤爪,thai style chicken claws,[],[],high
椒丝豉油,fresh chilli in soya sauce,[],[],high
椒盐鸡丝,salt and pepper shredded chicken,[],['Crispy shredded chicken served with pepper garlic and chilli'],high
酥炸鱼丸,golden fried fish balls with sweet chilli dip,[],[],medium
樱桃汁煎鸭胸,pan-fried duck breast in cherry sauce,[],[],high
紫菜虾卷,seaweed rolls stuffed with shrimps,[],[],high
韭菜炒豆干,sauteed chinese chives with dried tofu,[],[],high
炭烤百香果银鳕鱼,chargrilled silver cod with yellow bean sauce and passion fruit,[],[],high
山竹牛肉球,beef dumplings contains pork,[],[],high
香叶炸鸡翅膀,fried chicken wings,[],[],high
炸酱面,zha jiang noodles with pork,[],['Sweet and savoury noodles with minced pork carrots beans sprout cucumbers and yellow bean sauce'],medium
黑椒牛仔骨,calf bone in black pepper sauce,[],[],medium
蒜茸粉丝蒸带子,steamed scallop in shell with garlic and glass vermicelli,[],[],medium
醋溜白菜木耳,stir fry chinese leaf and black fungus dry bean curd with chilli pepper,[],[],medium
酸梅鸭,roast duck in plum sauce,[],[],medium
四川酸辣粉肠牛腩猪,sichuan style spicy and sour,[],"['Vermicellii with Intestine Beef Brisket', 'Trofters']",high
草莓椰香燕窝,coconut water ice nest fermented coconut dried mulberries yoghurt and mochi chilli orange sorbet,[],[],high
杂菜炒饭,vegetable fried rice,[],[],medium
三鲜小笼包,baozi stuffed with three fresh delicacies ,[],[],high
什菜鸡,stir-fry chicken with assorted vegetables,[],[],high
烤羊肉串,bbq lamb skewer,[],[],medium
素点心四步曲,steamed vegetarian dim sum platter,[],['(v)'],high
鱼头砂锅,stewed fish head in casserole ,[],[],high
鸡汤饭,rice with chicken soup,[],[],high
鸭松生菜包,minced duck lettuce wrap,[],[],high
鸡血豆腐,stewed tofu with chicken blood curd,[],[],high
零吞汤,won ton soup,[],[],medium
水煮鱼片,sliced fish fillets in hot chilli oil,[],[],medium
素干煸四季豆,dry fried green beans,[],[],high
水煮鲈鱼片,steam yellow croaker with,[],['THE FICTURES ARE OR REERENCE ONLY SUBJECT TO THE ACTUAL ROUCT'],high
我们会加收服务费,wecharge a service charge on all customers,[],[],high
蒜瓣辣子鸡,wok fried chicken dry chilli and carlic in,[],"['Sichuan Style', 'A52']",high
蒜头酱汁肉片,sliced pork with garlic and mild spicy sauce,[],[],high
蚝油茄子,sauteed eggplant with oyster sauce,[],[],high
炸鸡春卷,chicken spring rolls,[],[],medium
红烧肥肠,braised pork intestines,[],[],medium
火腿炒蚕豆,sauteed broad beans with ham,[],[],high
药膳桃胶火鸭汤,double boiled herbal duck soup with peach gum,[],[],high
蛋羹,steamed egg custard,[],[],high
蟹黄珍珠羹,crab roe thick soup with crab meat ball,[],[],high
蛤蜊蒸蛋,steamed egg with clams,[],[],high
干煸四季豆,deep fried french beans with minced pork chilli,[],[],medium
白切鸡,"boiled chicken slices served with soy sauce, ginger sauce or ",[],[],high
芋头扣肉饭,stewed belly pork and yam,[],['WITH RICE'],high
马拉豉油皇大虾,malaysian king prawns in soya king sauce,[],[],medium
斋麻婆豆腐,ma po tofu bean curd with chilli and pepper,[],[],medium
红烧提手,braised pig's feet in hot sauce,[],[],high
银芽炒鲍丝,sauteed shredded abalone with bean sprouts,[],[],high
椒丝腐乳炒通菜,sugarsnap peas stir fried ginger sauce garlic oyster sauce,[],"['Celery stir fried ginger sauce garlic oyster sauce', 'Fine Bean stir fried ginger sauce garlic oyster sauce', 'P54', 'Stir Fried Morning Glory with Chili in']",high
姜汁鲜鱿,fresh squid in ginger sauce,[],[],high
白粥,rice congee,[],[],high
斋炸粉果,vegetarian half moon dumpling with vegetables,[],[],high
姜米炒芥兰,gai lan with ginger g,[],['(v)'],high
辣炒田螺,stir fried winkle in spicy chilli sauce,[],[],high
干炒牛河,stir friend ho fun with beef,[],[],medium
北方水饺猪肉非菜,shanghai dumplings,[],['Pork prawn Chinese chives dumplings with soya vinegar dressing contains egg'],high
芋头排骨汤,taro with spare ribs,[],[],high
芥兰鲜鱿,sauteed squid with chinese broccoli,[],[],high
香橙烧鸭,roast duck with orange sauce,[],[],medium
草鱼干烧清蒸水煮酸菜,sauteed with pickled cabbage,[],[],high
锅鎉鱼块,fried fish peking style in garlic sauce,[],[],medium
蒜蓉炒菠菜,stir fried spinach with garlic,[],[],high
大虾干扣娃娃菜,poached chinese cabbage with superior dried shrimps in superior stock,[],[],high
叉烧汤面,char siu and vegetable with noodle,[],['Soup'],high
椒丝炒通菜,stir fried morning glory with chilli,[],[],medium
五香大排,multi-spiced pork ribs,[],[],high
酱鸭,duck in brown sauce,[],[],high
铁板吊烧茄子,sizzling braised aubergine in garlic sauce,[],[],high
香辣羊腩,hot and spicy lamb brisket,[],[],medium
甜酸醉鸡卷拌粉皮,drunken chicken roll with mung bean noodle,[],[],high
炒贵刁,chow kwei teow king prawn and char sui pork,[],[],medium
麻辣鸭舌,plain cheung fun with sesame sauce,[],[],high
脆皮自制豆腐,crispy home made tofu with crushed olive,[],['(v)'],high
地三鲜,"sauteed potato, green pepper and eggplant ",[],[],high
蔬菜沙拉,vegetable salad,[],[],high
果茶山药,chinese yam with nectar,[],[],high
香酥羊生菜包,crispy aromatic lamb with lettuce,[],[],high
干烧伊面,chinese mushroom and yee mein,[],[],medium
麻辣小龙虾,stir fried crayfish in spicy chilli sauce,[],[],high
干煸四季豆,dry fried green beans with minced pork,[],[],high
蒜泥白肉,sliced pork with garlic sauce,[],[],medium
香辣牛腩,sichuan spicy beef flank,[],[],medium
罗汉扒大鸭,grilled duck with assorted vegetables,[],[],high
白米饭,steamed jasmine rice,[],[],high
卤猪舌,marinated pig tongue,[],[],high
黑松露杂菌饺,wild mushroom dumpling with black truffle,[],['(v)'],high
香辣鸭心,spicy duck heart,[],[],high
蒜茸腰片,sauteed pig kidney with mashed garlic,[],[],high
串烧猪腩肉,pork belly skewer in caramelized sauce,[],['Grilled Pork Belly with spices on skewers'],medium
罗汉斋面,monks vegetarian soft noodles,[],['cloud ear mushroom bean curd and pak choi'],high
香菇扒菜胆,braised green vegetable with chinese mushrooms,[],[],high
铁板果汁鸡片,sizzling chicken in sweet fruit sauce,[],[],medium
鱼蛋汤河乌冬,flat rice noodle udon soup with fish balls,[],[],high
芋泥小笼包,sweet taro xiao long bao,[],[],high
尖椒肥肠,intestine with green chilli,[],[],medium
药膳桃胶火鸭汤,double boiled herbal duck soup with peach gum,[],[],high
帝皇蟹清蒸椒盐香辣,king crab steamed deep fried with dried shallots,[],"['in Salt and Pepper with dried spicy chilli', 'in Spicy sauce with Sichuan peppercorns']",high
毛头小丸子,little pork meatballs ,[],['(pork with vermicelli)'],medium
烧辣椒皮蛋,mixed preserved duck egg with bbq pepper,[],[],high
椒盐田鸡腿,spicy frogs legs with chilli and salt,[],[],medium
酸辣汤,hot and sour,[],[],high
鸡汤面,noodles in chicken soup,[],[],high
香回锅肉,back in the pot pork with smoked tofu,[],[],high
茉莉花苹果和紫苏,jasmine parfait with apple and shiso sorbet,[],['(v)'],high
